id,word_cz,polarity
12727,utnout,-1
12733,klokotat,-1
12735,hlahol,-1
12809,kritizovat!,-1
12820,pomůžeš,1
12824,tobě.,1
12837,ostouzení,-1
12850,zaostalý,-1
12853,pozpátku,-1
12886,(to,-1
12943,zarazit se,-1
12961,banálnosti,-1
12962,všednosti,-1
12973,vyhostit,-1
12978,vykázání,-1
12979,vypovězení,-1
12980,vyhnání,-1
12981,vyhoštění,-1
13008,zkrachovalý,-1
13012,bankrotu,-1
13018,bankrotář,-1
13021,konkurzu,-1
13024,bar,-1
13032,mříž,-1
13035,tabulka,-1
13039,žhavicí,-1
13040,topné,-1
13045,advokacie,-1
13049,zamřížovat,-1
13055,zapovědět,-1
13057,až na,-1
13061,mřížemi,-1
13070,barbar,-1
13094,nekultivovaný,-1
13101,taktak,-1
13105,bídně,-1
13106,nuzně,-1
13164,nezařízený,-1
13179,slunit se,1
13180,vyhřívat se,1
13196,hajzl,-1
13197,parchant,-1
13201,levoboček,-1
13202,zmetkovitý,-1
13215,otlučený,-1
13216,otřískaný,-1
13218,týraný,-1
13219,mlácený,-1
13220,obalovaný,-1
13221,smažený,-1
13228,výprask,-1
13229,bití,-1
13259,bojiště,-1
13297,blahoslaveného,1
13310,kráska,1
13311,krasavice,1
13312,krásy,1
13313,perly,1
13314,kosmetický,1
13319,blázinec,-1
13352,žebrat,-1
13360,seřezat,-1
13361,spráskat,-1
13363,omílat,-1
13364,rozvádět,-1
13365,neodpovídat,-1
13367,neprozrazovat,-1
13460,útočnost,-1
13473,znepřátelený,-1
13475,válčící,-1
13483,milovaná,1
13496,mecenáš,1
13498,sponzor,1
13516,oprávněná,1
13610,dobrotivý,1
13618,shrbený,-1
13626,předpoklady,-1
13630,svíjející,-1
13648,rozzuřit se,-1
13653,doprošovat se,-1
13735,nejznámější,1
13739,nejprodávanější,1
13742,bestiální,-1
13747,podrazit,-1
13757,zrazení,-1
13759,zrádkyně,-1
13801,vhodněji,1
13803,výhodněji,1
13815,radši,1
13819,lepšímu,1
13839,pozoru,-1
13850,paf,-1
13877,vyvedení,-1
13883,uhranout,-1
13917,neobjektivní,-1
13921,vychýlený,-1
13933,upřednostňování,-1
13936,šikmo,-1
13949,dražební,-1
13983,děvka,-1
13984,čubka,-1
13985,mrcha,-1
13991,fena,-1
14012,zatrpklý,-1
14013,zahořklý,-1
14016,třeskutý,-1
14020,trpký,-1
14021,hořké,-1
14029,nenávistně,-1
14031,zatrpkle,-1
14032,zahořkle,-1
14033,hořce,-1
14037,vyžvanit,-1
14038,vykecat,-1
14039,vyzvonit,-1
14045,černá,-1
14049,monokl,-1
14052,vydírat,-1
14099,nevyčítat,-1
14103,nesvádět,-1
14117,nijaký,-1
14124,rouhat se,-1
14129,rouhání,-1
14132,výstřel,-1
14139,odstřelit,-1
14140,zastřelit,-1
14144,ječet,-1
14154,pecky,-1
14176,bezostyšně,-1
14180,tlachy,-1
14181,žvásty,-1
14182,tlachal,-1
14183,žvanil,-1
14194,deprimovaně,-1
14196,krvácet,-1
14199,prolínat se,-1
14201,ždímat,-1
14203,žilou,-1
14214,požehnat,1
14249,nevidomý,-1
14250,oslepený,-1
14256,slepý,-1
14257,zaslepený,-1
14258,nevidomí,-1
14259,slepci,-1
14260,slepí,-1
14261,okenní,-1
14266,pozorovatelna,-1
14293,spár,-1
14294,prasklin,-1
14295,kladení,-1
14298,slepota,-1
14308,puchýř,-1
14310,protiva,-1
14312,puchýře,-1
14325,oteklý,-1
14327,nateklý,-1
14328,opuchlý,-1
14329,přejedený,-1
14355,psychický,-1
14364,výhledu,-1
14417,krvelačný,-1
14418,násilnický,-1
14427,zakrvácený,-1
14428,zkrvavený,-1
14429,potřísněný,-1
14431,zakrvácet,-1
14436,květ,1
14437,kvítek,1
14444,vykvést,1
14448,rozkvětu,1
14450,květy,1
14454,rozkvést,1
14503,dmýchat,-1
14504,odfouknout,-1
14506,vyfouknout,-1
14508,písknout,-1
14515,prošvihnout,-1
14520,zadřít,-1
14581,kiks,-1
14585,hloupou,-1
14598,ztupit,-1
14600,umrtvit,-1
14604,rozmazaná,-1
14606,rozmazat se,-1
14610,zamlžit se,-1
14613,zakalit se,-1
14636,chlouba,1
14639,chlubivý,-1
14640,nechápat,-1
14646,falšovaný,-1
14654,převařit,-1
14661,nežit,-1
14662,vřed,-1
14666,rozehřátý,-1
14673,varu,-1
14683,ostychu,-1
14699,neohroženost,1
14710,sekáč,1
14713,ostřelovat,-1
14715,puma,-1
14724,stlačený,-1
14726,bombardovat,-1
14728,bomby,-1
14734,bombardování,-1
14735,ostřelování,-1
14745,bondáž,-1
14753,prémie,1
14757,bonus,1
14758,přídavek,1
14785,konjunktura,1
14788,rozmach,1
14789,vzestup,1
14799,zahřmění,-1
14802,vzestupu,1
14804,konjunkturu,1
14808,zahřmět,-1
14831,vzpruha,1
14845,nudit,-1
14857,přílivová,-1
14859,slapová,-1
14869,nezábavný,-1
14873,vrtný,-1
14920,opruz,-1
14923,nechce,-1
14934,problém.,-1
14949,zcenzurovat,-1
14950,proškrtat,-1
14957,bojkotovat,-1
14961,bojkot,-1
14982,vychloubat se,-1
14984,vychloubání,-1
14985,vytahování,-1
14986,chvástání,-1
15037,nepromyšlený,-1
15038,suť,-1
15041,drze,-1
15042,neomaleně,-1
15043,spratek,-1
15044,fracek,-1
15046,siláctví,-1
15047,silácké,-1
15093,bezostyšný,-1
15116,protrhnout,-1
15122,rozvrat,-1
15267,přelomit,-1
15270,přetrhnout se,-1
15271,porušit se,-1
15274,porouchat se,-1
15275,polámat se,-1
15283,prolomit,-1
15286,proklestit,-1
15287,rozejít se,-1
15314,rozchod,-1
15315,rozejití,-1
15322,dovolená,1
15326,vypnutí,-1
15337,rozpad,-1
15343,analýza,-1
15356,průlom,1
15391,lesku,1
15397,brilantnost,1
15399,zářivost,1
15411,brilantní,1
15417,briliant,1
15418,brilantně,1
15420,geniálně,1
15423,zářivě,1
15427,síra,-1
15441,obživnout,1
15444,štětina,-1
15448,naježit se,-1
15449,rozzlobit se,-1
15454,posetý,-1
15456,lámavý,-1
15485,mizině,-1
15488,švorc,-1
15494,zbankrotovat,-1
15496,zlomeným,-1
15499,snůška,-1
15503,snůšky),-1
15515,vysedět,-1
15522,netolerovat,-1
15523,bratrský,1
15528,modřina,-1
15529,pohmožděnina,-1
15530,podlitina,-1
15531,potlučené,-1
15533,pohmoždit,-1
15537,modřinu,-1
15538,potlouct,-1
15539,otlačit,-1
15585,necitlivým,-1
15589,brutálně,-1
15594,bestie,-1
15604,zvířecí,-1
15610,viróza,-1
15611,virová,-1
15617,chybička,-1
15618,štěnice,-1
15619,odposlouchávat,-1
15621,odposlech,-1
15633,zohýbat,-1
15636,podlamovat se,-1
15651,samec,1
15653,kraviny,-1
15654,hovadiny,-1
15709,zastrašováním,-1
15714,prdel,-1
15716,řiť,-1
15719,budižkničemu,-1
15725,vysomrovat,-1
15727,kodrcavý,-1
15728,zpackat,-1
15729,zfušovat,-1
15730,břídilství,-1
15731,fušerství,-1
15733,fušer,-1
15773,zatěžkat,-1
15782,shořet,-1
15784,vypálit,-1
15785,ožehnout,-1
15786,spalovat,-1
15788,spálit,-1
15790,spálit se,-1
15791,popálit se,-1
15792,upálit,-1
15793,popálenina,-1
15794,zaneprázdněný,-1
15810,šťoural,-1
15811,radílek,-1
15812,řezník,-1
15816,zaříznout,-1
15823,řezničina,-1
15824,porcování,-1
15829,zachechtat se,-1
15835,ukecat,-1
15836,umluvit,-1
15853,ztvrdlý,-1
15854,mozolovitý,-1
15876,bezvětrný,1
15886,bouří,-1
15897,pomlouvání,-1
15899,rakovina,-1
15901,rakovinný,-1
15902,rakovinový,-1
15905,nenaaranžovaný,1
15912,kanibal,-1
15913,rozebrat,-1
15915,vybrakovat,-1
15923,schopně,1
15924,zdatně,1
15937,náladově,-1
15938,vrtošivě,-1
15939,vrtkavě,-1
15950,čarovný,1
15952,uvězněný,-1
15956,zajatý,-1
15962,zajmout,-1
15965,zajetí,-1
16004,Opatruj,1
16039,neopatrnost,-1
16040,ledabylost,-1
16043,karikaturu,-1
16046,krveprolití,-1
16047,krvavá,-1
16073,úrazové,-1
16075,úrazovka,-1
16084,urychlující,1
16103,katastrofický,-1
16107,chytlavý,1
16117,kaustický,-1
16120,kousavě,-1
16122,sžíravě,-1
16123,varovný,-1
16124,výstražný,-1
16135,oslavit,1
16137,celebrovat,1
16142,oslavovaný,1
16146,oslavu,1
16173,odsuzování,-1
16211,ověřený,1
16218,rozedřít,-1
16225,plevy,-1
16229,utahovat si,-1
16266,zpochybnění,-1
16267,napadení,-1
16277,zhostit,-1
16311,chroupat,1
16312,chroustat,1
16313,šampión,1
16315,přeborník,1
16346,charismatický,1
16357,charita,1
16358,dobročinný,1
16361,účely),1
16362,charitativní,1
16363,dary,1
16365,dobročinnost,1
16370,kabát,-1
16425,šarm,1
16428,přívěšek,1
16429,talisman,1
16431,zaklínadlo,-1
16438,svému,1
16439,šarmu,1
16464,ohromný!,1
16470,půvabně,1
16471,roztomile,1
16477,nezdobený,-1
16479,vytrestat,-1
16481,zkrotit,-1
16490,potrestání,-1
16493,tlachat,-1
16494,drkotat,-1
16496,drnčet,-1
16500,klábosení,-1
16501,tlachání,-1
16502,drnčení,-1
16503,drkotání,-1
16504,mluvka,-1
16505,ukecaný,-1
16508,devalvovat,-1
16518,levně,1
16521,ztratil,-1
16546,podvádět,-1
16547,švindlovat,-1
16548,šidit,-1
16555,podvádí,-1
16556,utéci,-1
16557,hrobníkovi,-1
16563,uniknout,-1
16585,povzbuzovat,1
16595,pokřik,-1
16596,povzbuzování,1
16616,srdci),1
16623,uchovávaný,1
16626,ctěný,1
16629,andělíček,1
16637,vyhubovat,-1
16641,infantilní,-1
16645,zchladit se,-1
16646,studit,-1
16647,zamrazit,-1
16655,nastuzení,-1
16656,zimnice,-1
16662,zkřehlý,-1
16664,prokřehlý,-1
16676,dvornost,1
16677,galantnost,1
16678,kavalírství,1
16679,rytířské,1
16681,ctnosti,1
16682,rytířství,1
16683,rytířstvo,1
16684,kavalírský,1
16701,chronický,-1
16706,uctivost,1
16710,kultura,1
16712,zcivilizovat,1
16714,civilní,1
16740,dovolávat se,-1
16741,dovolávání,-1
16744,dožadování,-1
16747,křik,-1
16752,povykující,-1
16753,křičící,-1
16757,srozumitelnost,1
16790,neshodnout,-1
16797,překrývat se,-1
16800,bít se,-1
16803,řinčet,-1
16805,srážka,-1
16817,klasika,1
16818,klasická,1
16821,čistotný,1
16822,nezkažený,1
16829,vyleštit,1
16834,kápnout,1
16835,božskou,1
16840,čistotnost,1
16850,ujasněné,1
16855,vyklizený,1
16856,vyčištěný,1
16924,neoriginální,-1
16927,klika,1
16928,ucpat se,-1
16930,zacpat se,-1
16932,uzavřít se,-1
16933,zavírat se,-1
16974,vyváznutí,-1
16979,mrak,-1
16983,zatemnit,-1
16984,zahalit,-1
16989,zasmušit se,-1
17006,bacit,-1
17012,váha,1
17019,neforemný,-1
17049,donucení,-1
17051,nátlakový,-1
17106,konzistentní,1
17116,soudržný,1
17118,pospolu,1
17120,studený,-1
17122,prochladlý,-1
17127,chladno,-1
17128,nachlazení,-1
17129,rýma,-1
17130,nachladit se,-1
17132,rýmu,-1
17133,nechávat,-1
17134,chladným,-1
17135,nezaujmout,-1
17137,chladnokrevně,-1
17138,neosobně,-1
17151,zřítit se,-1
17154,zkolabovat,-1
17158,zřícení,-1
17160,sesutí,-1
17163,srazit se,-1
17171,kolidovat,-1
17177,tajnou,-1
17182,protizákonná,-1
17186,pestrobarevný,1
17216,módy,1
17228,komfort,1
17265,útulně,1
17271,utěšující,1
17279,pochvalu,1
17283,zamlouvat se,1
17285,chvályhodně,1
17287,srovnatelný,1
17290,selský,1
17295,zdravém,1
17332,politovat,-1
17368,samozřejmost,-1
17371,otřepaná,-1
17386,kompaktní,1
17403,kompatibilní,1
17421,vynahradit,1
17436,kompetentnost,1
17437,odborná,1
17447,konkurenceschopný,1
17450,soutěživý,1
17451,soupeřivý,-1
17453,soutěživost,1
17454,soupeřivost,-1
17455,konkurenceschopnost,1
17470,(sám,-1
17479,reklamovat,-1
17489,stěžující,-1
17511,reklamace,-1
17533,doplňovat se,1
17535,dodatek,1
17568,smíšený,-1
17571,souhrn,-1
17572,soubor,-1
17583,povolný,1
17590,ztížení,-1
17592,komplikace,-1
17594,spoluvinu,-1
17595,kompliment,1
17597,lichotka,1
17604,blahopřát,1
17611,pochvalně,1
17625,komplexní,1
17630,všeobecná,1
17676,dohodnout,1
17679,kompromisu,1
17681,zkompromitovat se,-1
17686,notorický,-1
17691,povinný,-1
17702,kamarád,1
17710,přiznat,-1
17785,zúčastněný,-1
17868,ústupek,-1
17872,sleva,-1
17897,zajedno,1
17898,shodovat se,1
17904,ráčit,-1
17906,povyšovat se,-1
17911,bohorovný,-1
17916,povýšenecká,-1
17929,určit,-1
17931,demolici,-1
17940,projevení,-1
17941,soustrasti,-1
17948,napomáhající,1
17949,usnadňující,1
17950,umožňující,1
17955,přiznat se,-1
17969,přiznání,-1
17973,zpověď,-1
17990,přesvědčený,1
17993,sebevědomý,1
17994,sebejistý,1
18006,střet,-1
18014,střetnout se,-1
18048,čelit,-1
18050,utkat se,-1
18059,konfrontační,-1
18085,nejasnosti,-1
18093,slučitelný,1
18095,zacpaný,-1
18097,překrvený,-1
18103,překrvení,-1
18104,poblahopřát,1
18105,pogratulovat,1
18108,Blahopřeji!,1
18110,blahopřejný,1
18140,klidným,1
18154,dovolení,1
18161,dohodě,1
18213,důsledný,1
18221,ovládací,1
18224,ozdobná,1
18227,herní,1
18259,konspirace,-1
18261,tajná,-1
18267,spiklenecký,-1
18268,konspirativní,-1
18269,konspirační,-1
18274,spolupůsobit,-1
18305,spotřebu,-1
18308,strávit,-1
18319,zdárnému,1
18327,kontaminace,-1
18328,znečištění,-1
18363,spokojit se,1
18384,kontinuita,1
18395,zkřivit se,-1
18403,pokroucení,-1
18406,odmlouvat,-1
18414,protimluv,-1
18421,protiklad,-1
18427,protikladný,-1
18443,porušovat,-1
18457,příspěvek,1
18458,dar,1
18465,zinscenovat,-1
18467,vynalézt,-1
18472,vyumělkovaný,-1
18479,polemický,-1
18485,polemika,-1
18487,kontroverze,-1
18506,výhodně,1
18510,hodící se,1
18513,příhodně,1
18538,vinným,1
18549,přesvědčivě,1
18553,kooperovat,1
18554,spolupracovat,1
18558,kooperace,1
18559,spolupráce,1
18560,součinnost,1
18574,spojený,1
18576,spolupracující,1
18588,poradit si,-1
18598,likér,1
18637,zrezavět,-1
18639,rozrušovat,-1
18641,korozi,-1
18642,rozleptat,-1
18646,koroze,-1
18647,korodování,-1
18648,korozní,-1
18649,žíravý,-1
18650,leptavý,-1
18653,žíravina,-1
18660,zkorumpovaný,-1
18662,úplatný,-1
18668,podplácení,-1
18669,zkomolenina,-1
18682,náklady,-1
18703,kontraproduktivní,-1
18753,obletovat,1
18758,koledovat si,1
18768,úsluha,1
18771,zdvořilosti,1
18773,neplacený,1
18775,zdvořilostní,1
18777,laskavou,1
18780,laskavým,1
18783,laskavého,1
18820,kráva,-1
18828,ustrašenec,-1
18829,baba,-1
18834,útulný,1
18838,pohodlně,1
18841,panenka,1
18853,přísná,-1
18863,podivínský,-1
18874,hroznou,-1
18879,zbabělec,-1
18885,pobláznění,-1
18889,pobláznit,-1
18890,pomást,-1
18894,potrhle,-1
18896,ztřeštěně,-1
18897,bláznivost,-1
18903,poblázněný,-1
18909,divý,-1
18912,tvořivý,1
18913,tvůrčí,1
18914,kreativní,1
18921,hodnověrnost,1
18932,zločin,-1
18938,kriminální,-1
18946,ošívat se,-1
18947,hrbit se,-1
18948,mrzák,-1
18961,krizový,-1
18962,křupavý,1
18965,nezmačkaný,1
18972,křupava,1
18982,kritickém,-1
18985,kritizující,-1
18993,kritizování,-1
18999,kritik,-1
19000,recenzent,-1
19002,křivák,-1
19009,berla,-1
19035,zkřížit se,-1
19036,přelétnout,-1
19041,pokřižovat se,-1
19042,překřížit,-1
19053,popuzený,-1
19057,přelidněný,-1
19060,nahrubo,-1
19062,neopracovaný,-1
19074,bezcitnost,-1
19075,rozdrobit se,-1
19076,rozdrolit,-1
19116,zdrcen,-1
19132,brekot,-1
19138,hony),-1
19144,zaviněný,-1
19154,všelék,1
19157,kuriózní,1
19161,zvídavě,1
19187,kletbou,-1
19194,kletba,-1
19195,prokletí,-1
19205,týpek,-1
19206,zaklení,-1
19210,říznout se,-1
19211,pořezat se,-1
19213,sekat,-1
19214,sklízet,-1
19219,prořezávat se,-1
19248,sestřih,-1
19251,plátek,-1
19269,břitva,-1
19273,cynismus,-1
19302,odškodné,-1
19304,škody,-1
19307,výdaj,-1
19366,navážet se,-1
19375,nezajímat,-1
19390,odsouzenci,-1
19396,propadnu,-1
19400,nenapadne,-1
19410,tancovat,1
19411,tančit,1
19412,tanec,1
19437,odvážit se,1
19439,troufat si,1
19444,neopovažuj,-1
19450,opovažuješ,-1
19457,odvážně,1
19458,směle,1
19459,troufale,1
19463,snědý,-1
19469,temno,-1
19471,setmění,-1
19472,ztmavit,-1
19476,ztmavnout,-1
19479,temnota,-1
19490,zalátané,-1
19493,zpropadený,-1
19498,uhánět,-1
19513,pomlčka,-1
19517,hrome!,-1
19520,švihácký,1
19533,obavu,-1
19541,párat se,-1
19542,svítání,1
19543,úsvit,1
19547,nadcházet,1
19551,otevřenýma,1
19583,oslnit,1
19586,oslnivá,1
19591,oslňující,1
19594,neživý,-1
19595,zvadlý,-1
